Ward name,Old code,GSS_CODE,population_2015,percent_children_15_2015,percent_working_age_2015,percent_aged_65+_2015,mean_age_2013,median_age_2013,area_sq,pop_den_2013,percent_bame_2011,general_fertility_rate_2013,male_life_expect,female_life_expect,rate_ambulance_per_1000pp_ 2014,num_killed_seriously_injured_road_2014,employment_rate_2011,median_house_price_2014,num_propertoes_sold_2014,median_est_household_income_2013,percent_detached_2011,percent_semi_detached_2011,% terraced houses - 2011,percent_flat_2011,percent_household_owned_2011,percent_household_socialrented_2011,percent_household_privaterent_2011,percent_no_qualifications_2011,crime_rate_2014,violence_against_person_rate_2014,deliberate_fires_per_1000pp_2014,percent_area_openspace_2014,cars_per_household_2011,avg_public_transport_accessibility_score_2014,percent_travel_work_bike_2011
Lambeth,00AY,E09000022,320450,17.8,74.5,7.7,33.9,32,27.3,11516.9,42.9,53,78.4,83.5,135,98,72.9,420000,4830,48610,2.4,8.2,16.3,73.2,33,35.1,29.3,14.2,104.8,30.3,0.5,20.7,0.5,5,8.1
Lewisham,00AZ,E09000023,293050,20.7,70.1,9.2,34.5,33,35.3,8097.4,46.5,68.1,78.7,83,121.7,63,69.4,315000,4444,43360,3.3,13.1,28.2,55.4,42.4,31.1,24.3,17.7,78,25.8,0.5,22.1,0.7,4.1,4
Merton,00BA,E09000024,206200,20.6,67.2,12.2,36.3,35,37.6,5460.3,35.1,70.9,80.3,84.1,105.1,50,74.3,385000,3059,57160,5.8,18.1,38.3,37.6,59.3,14.1,24.8,15.2,57.1,16,0.3,35.9,0.9,3.4,3.4
Newham,00BB,E09000025,338000,22.2,71.2,6.6,31.4,29,38.7,8383.8,71,80.1,78.5,82.6,125.5,64,60.3,250000,2857,34260,6.7,10.6,36,46.7,33.3,29.6,34.1,20.6,91,25.7,0.8,29.9,0.6,3.9,1.7
Redbridge,00BC,E09000026,292450,22.9,64.9,12.2,35.5,34,56.4,5135.3,57.5,71.4,80.7,84.2,114.8,48,66.5,301500,3550,45380,6.8,26.4,34.7,32,63.6,11.4,22.9,18.5,69.5,20.3,0.3,40.3,1.1,3,1.1
Richmond upon Thames,00BD,E09000027,191600,20.5,64.9,14.7,38.3,38,58.8,3256.3,14,69.5,81.9,85.9,98.1,54,76.8,535000,3401,76610,8.4,24.1,26.9,40.5,63.6,12.6,21.8,10.6,55,13.4,0.3,57,1.1,3.1,6.1
Southwark,00BE,E09000028,308650,18.5,73.8,7.7,33.8,32,29.9,9976.9,45.8,57.9,78.6,83.8,138.4,69,68.3,420000,3845,48000,2.1,6.4,15.9,75.5,29.3,43.7,23.7,16.3,104.5,27.9,0.6,22.6,0.5,4.9,7.4
Sutton,00BF,E09000029,196400,20.4,64.5,15.2,38.3,38,43.9,4480.3,21.4,64,80.8,84.1,114.3,29,76,285000,3368,49170,10.7,28.1,25.7,35.4,68,14.6,15.9,18.6,53.1,17.1,0.4,33.9,1.2,2.9,2.1
Tower Hamlets,00BG,E09000030,284300,19.6,74.7,5.7,31.1,29,21.6,12564.7,54.8,58.2,77.5,82.6,121.7,88,63.6,383000,4972,45720,1.2,2.5,10.4,85.9,24.2,39.6,32.6,20,99.5,29.5,1.2,26.9,0.4,5,6.7
Waltham Forest,00BH,E09000031,271450,22,67.8,10.2,34.5,33,38.8,6897,47.8,75.4,79.7,83.7,118.5,61,67,320000,3451,39460,4.6,16.9,37.2,41.2,49.9,22.1,25.9,20.8,83.1,24.3,0.5,34.8,0.8,3.6,2.8
Wandsworth,00BJ,E09000032,322750,17.6,73.5,8.9,34.4,32,35.2,8853.9,28.6,56.6,79.2,83.3,102,81,76.6,532500,5905,66220,2.5,7.4,24.2,65.9,45.5,20.3,31.7,11.6,71.6,19.2,0.3,31.6,0.7,4.3,7.4
Westminster,00BK,E09000033,230550,14.7,73.9,11.4,36.7,34,22,10285.8,38.3,48.3,81.7,85.9,202.7,138,66.1,875000,3508,80760,1.1,1.8,7.8,89.2,30.6,25.9,39.7,12.8,238.3,39.5,0.2,28.6,0.5,6.5,4.8
London,H,E12000007,8632850,20,68.6,11.4,35.6,33,1594.7,5292.6,40.2,64,79.7,84.1,123.4,2170,69.2,365000,117811,51770,6.2,18.6,22.9,52.2,48.2,24.1,25.1,17.6,83.3,23.4,0.5,39.1,0.8,3.8,4
England,921,E92000001,54613400,18.9,63.2,17.8,39.6,39,130259.7,413.5,14.6,62.4,79.1,83,n/a,21425,71.2,198000,871002,30763.3,22.6,30.7,24.7,21.6,63.5,17.6,16.7,22.7,66.9,13.4,n/a,n/a,1.1,n/a,2.9
